0.1 1.0667866
0.3 1.1744701
0.5 1.2372336
0.7 1.2347363
0.9 1.1278512
1.1 1.0572022
1.3 0.98090662
1.5 0.92269828
1.7 0.86259689
1.9 0.80858249
2.1 0.77156049
2.3 0.7389066
2.5 0.69808213
2.7 0.67345014
2.9 0.65227057
3.1 0.62958264
3.3 0.60874909
3.5 0.59396131
3.7 0.58023741
3.9 0.56621002
4.1 0.553781
4.3 0.54030284
4.5 0.53185174
4.7 0.52114317
4.9 0.51265755
5.1 0.50603053
5.3 0.49394379
5.5 0.48096082
5.7 0.47331643
5.9 0.46466025
6.1 0.4574133
6.3 0.4560799
6.5 0.45916396
6.7 0.4504004
6.9 0.44412989
7.1 0.43895854
7.3 0.43104811
7.5 0.41937167
7.7 0.41950029
7.9 0.41649482
8.1 0.40770663
8.3 0.40224037
8.5 0.39860098
8.7 0.38709749
8.9 0.38340006
9.1 0.38384973
9.3 0.39036191
9.5 0.39180083
9.7 0.39371205
9.9 0.39423397
10.1 0.39838775
10.3 0.39419365
10.5 0.3974495
10.7 0.39426507
10.9 0.39741847
11.1 0.40595528
11.3 0.41149437
11.5 0.40676574
11.7 0.41534924
11.9 0.42085713
12.1 0.41582116
