# FONLL heavy quark hadroproduction cross section, calculated on Wed Apr  1 11:38:16 CEST 2020
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 2515, ebeam2 = 2515
# PDF set = CTEQ6.6
# ptmin = 0.025
# ptmax = 50.025
# ymin  = -1
# ymax  = 1
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
0.5250 3.3088e+06 1.6282e+06 5.1705e+06 1.8240e+06 4.9133e+06 2.6685e+06 4.1345e+06 2.8509e+06 3.7668e+06 3.0202e+06 3.2853e+06 4.2610e+06 2.4008e+06 4.9133e+06 1.8240e+06
0.5750 3.5965e+06 1.7740e+06 5.6115e+06 1.9867e+06 5.3317e+06 2.9016e+06 4.4920e+06 3.0992e+06 4.0938e+06 3.2865e+06 3.5710e+06 4.6252e+06 2.6121e+06 5.3317e+06 1.9867e+06
0.6250 3.8788e+06 1.9178e+06 6.0429e+06 2.1472e+06 5.7409e+06 3.1307e+06 4.8425e+06 3.3429e+06 4.4147e+06 3.5485e+06 3.8514e+06 4.9819e+06 2.8198e+06 5.7409e+06 2.1472e+06
0.6750 4.1555e+06 2.0597e+06 6.4641e+06 2.3052e+06 6.1404e+06 3.3556e+06 5.1854e+06 3.5819e+06 4.7292e+06 3.8059e+06 4.1265e+06 5.3306e+06 3.0239e+06 6.1404e+06 2.3052e+06
0.7250 4.4263e+06 2.1993e+06 6.8746e+06 2.4606e+06 6.5298e+06 3.5760e+06 5.5203e+06 3.8158e+06 5.0368e+06 4.0583e+06 4.3957e+06 5.6712e+06 3.2241e+06 6.5298e+06 2.4606e+06
0.7750 4.6909e+06 2.3366e+06 7.2742e+06 2.6133e+06 6.9088e+06 3.7917e+06 5.8470e+06 4.0445e+06 5.3373e+06 4.3055e+06 4.6588e+06 6.0031e+06 3.4201e+06 6.9088e+06 2.6133e+06
0.8250 4.9490e+06 2.4715e+06 7.6624e+06 2.7631e+06 7.2770e+06 4.0026e+06 6.1650e+06 4.2677e+06 5.6303e+06 4.5474e+06 4.9156e+06 6.3260e+06 3.6118e+06 7.2770e+06 2.7631e+06
0.8750 5.2003e+06 2.6039e+06 8.0388e+06 2.9099e+06 7.6341e+06 4.2082e+06 6.4739e+06 4.4852e+06 5.9154e+06 4.7836e+06 5.1656e+06 6.6397e+06 3.7988e+06 7.6341e+06 2.9099e+06
0.9250 5.4446e+06 2.7335e+06 8.4030e+06 3.0535e+06 7.9797e+06 4.4086e+06 6.7736e+06 4.6967e+06 6.1925e+06 5.0139e+06 5.4087e+06 6.9439e+06 3.9811e+06 7.9797e+06 3.0535e+06
0.9750 5.6817e+06 2.8604e+06 8.7549e+06 3.1938e+06 8.3136e+06 4.6035e+06 7.0636e+06 4.9022e+06 6.4612e+06 5.2382e+06 5.6446e+06 7.2382e+06 4.1584e+06 8.3136e+06 3.1938e+06
1.0250 5.9114e+06 2.9844e+06 9.0942e+06 3.3307e+06 8.6356e+06 4.7928e+06 7.3440e+06 5.1014e+06 6.7214e+06 5.4564e+06 5.8732e+06 7.5225e+06 4.3307e+06 8.6356e+06 3.3307e+06
1.0750 6.1337e+06 3.1056e+06 9.4208e+06 3.4643e+06 8.9458e+06 4.9764e+06 7.6146e+06 5.2943e+06 6.9731e+06 5.6683e+06 6.0945e+06 7.7969e+06 4.4979e+06 8.9458e+06 3.4643e+06
1.1250 6.3486e+06 3.2239e+06 9.7348e+06 3.5945e+06 9.2439e+06 5.1543e+06 7.8755e+06 5.4810e+06 7.2161e+06 5.8741e+06 6.3083e+06 8.0612e+06 4.6600e+06 9.2439e+06 3.5945e+06
1.1750 6.5559e+06 3.3391e+06 1.0036e+07 3.7212e+06 9.5300e+06 5.3263e+06 8.1264e+06 5.6613e+06 7.4504e+06 6.0734e+06 6.5147e+06 8.3154e+06 4.8169e+06 9.5300e+06 3.7212e+06
1.2250 6.7555e+06 3.4514e+06 1.0325e+07 3.8443e+06 9.8040e+06 5.4925e+06 8.3673e+06 5.8351e+06 7.6759e+06 6.2663e+06 6.7133e+06 8.5594e+06 4.9684e+06 9.8040e+06 3.8443e+06
1.2750 6.9474e+06 3.5604e+06 1.0600e+07 3.9637e+06 1.0066e+07 5.6527e+06 8.5981e+06 6.0024e+06 7.8924e+06 6.4526e+06 6.9042e+06 8.7931e+06 5.1144e+06 1.0066e+07 3.9637e+06
1.3250 7.1314e+06 3.6663e+06 1.0863e+07 4.0795e+06 1.0316e+07 5.8069e+06 8.8187e+06 6.1630e+06 8.0998e+06 6.6323e+06 7.0872e+06 9.0166e+06 5.2549e+06 1.0316e+07 4.0795e+06
1.3750 7.3077e+06 3.7690e+06 1.1114e+07 4.1914e+06 1.0554e+07 5.9550e+06 9.0292e+06 6.3171e+06 8.2982e+06 6.8054e+06 7.2624e+06 9.2299e+06 5.3899e+06 1.0554e+07 4.1914e+06
1.4250 7.4761e+06 3.8684e+06 1.1351e+07 4.2996e+06 1.0781e+07 6.0971e+06 9.2295e+06 6.4646e+06 8.4876e+06 6.9717e+06 7.4297e+06 9.4329e+06 5.5192e+06 1.0781e+07 4.2996e+06
1.4750 7.6367e+06 3.9645e+06 1.1577e+07 4.4039e+06 1.0995e+07 6.2331e+06 9.4196e+06 6.6055e+06 8.6680e+06 7.1314e+06 7.5890e+06 9.6258e+06 5.6430e+06 1.0995e+07 4.4039e+06
1.5250 7.7895e+06 4.0574e+06 1.1789e+07 4.5044e+06 1.1198e+07 6.3631e+06 9.5998e+06 6.7398e+06 8.8393e+06 7.2845e+06 7.7404e+06 9.8086e+06 5.7610e+06 1.1198e+07 4.5044e+06
1.5750 7.9347e+06 4.1469e+06 1.1990e+07 4.6011e+06 1.1390e+07 6.4871e+06 9.7700e+06 6.8677e+06 9.0017e+06 7.4310e+06 7.8840e+06 9.9817e+06 5.8735e+06 1.1390e+07 4.6011e+06
1.6250 8.0723e+06 4.2333e+06 1.2180e+07 4.6940e+06 1.1572e+07 6.6051e+06 9.9305e+06 6.9892e+06 9.1553e+06 7.5711e+06 8.0199e+06 1.0145e+07 5.9804e+06 1.1572e+07 4.6940e+06
1.6750 8.2023e+06 4.3163e+06 1.2358e+07 4.7831e+06 1.1742e+07 6.7173e+06 1.0081e+07 7.1044e+06 9.3002e+06 7.7046e+06 8.1479e+06 1.0299e+07 6.0816e+06 1.1742e+07 4.7831e+06
1.7250 8.3248e+06 4.3959e+06 1.2524e+07 4.8684e+06 1.1902e+07 6.8236e+06 1.0223e+07 7.2134e+06 9.4363e+06 7.8317e+06 8.2683e+06 1.0444e+07 6.1774e+06 1.1902e+07 4.8684e+06
1.7750 8.4399e+06 4.4723e+06 1.2679e+07 4.9498e+06 1.2051e+07 6.9240e+06 1.0354e+07 7.3160e+06 9.5639e+06 7.9524e+06 8.3811e+06 1.0579e+07 6.2676e+06 1.2051e+07 4.9498e+06
1.8250 8.5477e+06 4.5453e+06 1.2823e+07 5.0274e+06 1.2190e+07 7.0185e+06 1.0477e+07 7.4125e+06 9.6830e+06 8.0666e+06 8.4863e+06 1.0705e+07 6.3524e+06 1.2190e+07 5.0274e+06
1.8750 8.6483e+06 4.6149e+06 1.2956e+07 5.1012e+06 1.2319e+07 7.1074e+06 1.0590e+07 7.5028e+06 9.7938e+06 8.1745e+06 8.5841e+06 1.0822e+07 6.4318e+06 1.2319e+07 5.1012e+06
1.9250 8.7418e+06 4.6812e+06 1.3079e+07 5.1712e+06 1.2438e+07 7.1906e+06 1.0695e+07 7.5871e+06 9.8965e+06 8.2761e+06 8.6746e+06 1.0930e+07 6.5058e+06 1.2438e+07 5.1712e+06
1.9750 8.8283e+06 4.7441e+06 1.3191e+07 5.2375e+06 1.2547e+07 7.2681e+06 1.0790e+07 7.6655e+06 9.9911e+06 8.3715e+06 8.7579e+06 1.1029e+07 6.5746e+06 1.2547e+07 5.2375e+06
2.0250 8.9079e+06 4.8038e+06 1.3293e+07 5.2999e+06 1.2647e+07 7.3402e+06 1.0877e+07 7.7380e+06 1.0078e+07 8.4608e+06 8.8341e+06 1.1119e+07 6.6383e+06 1.2647e+07 5.2999e+06
2.0750 8.9807e+06 4.8602e+06 1.3385e+07 5.3587e+06 1.2738e+07 7.4068e+06 1.0955e+07 7.8048e+06 1.0157e+07 8.5441e+06 8.9032e+06 1.1202e+07 6.6967e+06 1.2738e+07 5.3587e+06
2.1250 9.0468e+06 4.9134e+06 1.3467e+07 5.4138e+06 1.2819e+07 7.4681e+06 1.1025e+07 7.8660e+06 1.0228e+07 8.6215e+06 8.9654e+06 1.1276e+07 6.7500e+06 1.2819e+07 5.4138e+06
2.1750 9.1063e+06 4.9634e+06 1.3541e+07 5.4654e+06 1.2893e+07 7.5241e+06 1.1087e+07 7.9216e+06 1.0291e+07 8.6932e+06 9.0207e+06 1.1342e+07 6.7981e+06 1.2893e+07 5.4654e+06
2.2250 9.1595e+06 5.0103e+06 1.3605e+07 5.5133e+06 1.2957e+07 7.5750e+06 1.1141e+07 7.9718e+06 1.0347e+07 8.7591e+06 9.0693e+06 1.1400e+07 6.8413e+06 1.2957e+07 5.5133e+06
2.2750 9.2063e+06 5.0541e+06 1.3660e+07 5.5577e+06 1.3014e+07 7.6209e+06 1.1186e+07 8.0168e+06 1.0396e+07 8.8194e+06 9.1114e+06 1.1450e+07 6.8797e+06 1.3014e+07 5.5577e+06
2.3250 9.2471e+06 5.0948e+06 1.3706e+07 5.5987e+06 1.3062e+07 7.6618e+06 1.1225e+07 8.0565e+06 1.0438e+07 8.8742e+06 9.1472e+06 1.1493e+07 6.9133e+06 1.3062e+07 5.5987e+06
2.3750 9.2818e+06 5.1325e+06 1.3744e+07 5.6362e+06 1.3103e+07 7.6979e+06 1.1256e+07 8.0912e+06 1.0472e+07 8.9237e+06 9.1767e+06 1.1529e+07 6.9422e+06 1.3103e+07 5.6362e+06
2.4250 9.3108e+06 5.1672e+06 1.3774e+07 5.6704e+06 1.3136e+07 7.7293e+06 1.1280e+07 8.1209e+06 1.0501e+07 8.9679e+06 9.2003e+06 1.1558e+07 6.9666e+06 1.3136e+07 5.6704e+06
2.4750 9.3342e+06 5.1990e+06 1.3797e+07 5.7013e+06 1.3162e+07 7.7561e+06 1.1296e+07 8.1459e+06 1.0522e+07 9.0070e+06 9.2179e+06 1.1580e+07 6.9867e+06 1.3162e+07 5.7013e+06
2.5250 9.3520e+06 5.2279e+06 1.3811e+07 5.7290e+06 1.3180e+07 7.7784e+06 1.1306e+07 8.1661e+06 1.0538e+07 9.0411e+06 9.2299e+06 1.1595e+07 7.0024e+06 1.3180e+07 5.7290e+06
2.5750 9.3645e+06 5.2539e+06 1.3818e+07 5.7535e+06 1.3192e+07 7.7964e+06 1.1310e+07 8.1818e+06 1.0547e+07 9.0702e+06 9.2364e+06 1.1603e+07 7.0140e+06 1.3192e+07 5.7535e+06
2.6250 9.3718e+06 5.2770e+06 1.3818e+07 5.7748e+06 1.3197e+07 7.8100e+06 1.1307e+07 8.1929e+06 1.0551e+07 9.0943e+06 9.2375e+06 1.1606e+07 7.0216e+06 1.3197e+07 5.7748e+06
2.6750 9.3741e+06 5.2973e+06 1.3811e+07 5.7929e+06 1.3196e+07 7.8196e+06 1.1298e+07 8.1998e+06 1.0548e+07 9.1137e+06 9.2334e+06 1.1602e+07 7.0252e+06 1.3196e+07 5.7929e+06
2.7250 9.3716e+06 5.3148e+06 1.3797e+07 5.8080e+06 1.3188e+07 7.8251e+06 1.1284e+07 8.2024e+06 1.0541e+07 9.1285e+06 9.2244e+06 1.1592e+07 7.0251e+06 1.3188e+07 5.8080e+06
2.7750 9.3643e+06 5.3296e+06 1.3777e+07 5.8202e+06 1.3174e+07 7.8267e+06 1.1263e+07 8.2010e+06 1.0528e+07 9.1387e+06 9.2105e+06 1.1577e+07 7.0213e+06 1.3174e+07 5.8202e+06
2.8250 9.3526e+06 5.3418e+06 1.3750e+07 5.8294e+06 1.3154e+07 7.8246e+06 1.1237e+07 8.1955e+06 1.0510e+07 9.1445e+06 9.1919e+06 1.1556e+07 7.0139e+06 1.3154e+07 5.8294e+06
2.8750 9.3364e+06 5.3514e+06 1.3718e+07 5.8359e+06 1.3128e+07 7.8187e+06 1.1206e+07 8.1863e+06 1.0486e+07 9.1461e+06 9.1689e+06 1.1530e+07 7.0031e+06 1.3128e+07 5.8359e+06
2.9250 9.3160e+06 5.3586e+06 1.3679e+07 5.8396e+06 1.3097e+07 7.8093e+06 1.1170e+07 8.1734e+06 1.0459e+07 9.1435e+06 9.1416e+06 1.1498e+07 6.9890e+06 1.3097e+07 5.8396e+06
2.9750 9.2916e+06 5.3632e+06 1.3635e+07 5.8406e+06 1.3060e+07 7.7965e+06 1.1129e+07 8.1569e+06 1.0426e+07 9.1369e+06 9.1101e+06 1.1462e+07 6.9717e+06 1.3060e+07 5.8406e+06
3.0250 9.2632e+06 5.3655e+06 1.3586e+07 5.8391e+06 1.3019e+07 7.7804e+06 1.1084e+07 8.1370e+06 1.0390e+07 9.1264e+06 9.0746e+06 1.1421e+07 6.9514e+06 1.3019e+07 5.8391e+06
3.0750 9.2311e+06 5.3655e+06 1.3532e+07 5.8350e+06 1.2972e+07 7.7611e+06 1.1034e+07 8.1138e+06 1.0348e+07 9.1122e+06 9.0354e+06 1.1375e+07 6.9281e+06 1.2972e+07 5.8350e+06
3.1250 9.1954e+06 5.3632e+06 1.3472e+07 5.8285e+06 1.2921e+07 7.7387e+06 1.0979e+07 8.0873e+06 1.0303e+07 9.0943e+06 8.9924e+06 1.1325e+07 6.9019e+06 1.2921e+07 5.8285e+06
3.1750 9.1561e+06 5.3587e+06 1.3408e+07 5.8196e+06 1.2866e+07 7.7133e+06 1.0921e+07 8.0578e+06 1.0254e+07 9.0729e+06 8.9460e+06 1.1271e+07 6.8731e+06 1.2866e+07 5.8196e+06
3.2250 9.1136e+06 5.3521e+06 1.3340e+07 5.8085e+06 1.2806e+07 7.6851e+06 1.0859e+07 8.0253e+06 1.0202e+07 9.0481e+06 8.8962e+06 1.1212e+07 6.8416e+06 1.2806e+07 5.8085e+06
3.2750 9.0678e+06 5.3434e+06 1.3267e+07 5.7951e+06 1.2742e+07 7.6541e+06 1.0793e+07 7.9900e+06 1.0146e+07 9.0200e+06 8.8433e+06 1.1150e+07 6.8076e+06 1.2742e+07 5.7951e+06
3.3250 9.0190e+06 5.3328e+06 1.3190e+07 5.7796e+06 1.2673e+07 7.6204e+06 1.0723e+07 7.9520e+06 1.0086e+07 8.9888e+06 8.7873e+06 1.1084e+07 6.7713e+06 1.2673e+07 5.7796e+06
3.3750 8.9674e+06 5.3202e+06 1.3109e+07 5.7621e+06 1.2601e+07 7.5843e+06 1.0650e+07 7.9114e+06 1.0023e+07 8.9545e+06 8.7285e+06 1.1015e+07 6.7326e+06 1.2601e+07 5.7621e+06
3.4250 8.9129e+06 5.3057e+06 1.3024e+07 5.7425e+06 1.2526e+07 7.5457e+06 1.0574e+07 7.8684e+06 9.9574e+06 8.9173e+06 8.6669e+06 1.0942e+07 6.6918e+06 1.2526e+07 5.7425e+06
3.4750 8.8558e+06 5.2895e+06 1.2936e+07 5.7211e+06 1.2447e+07 7.5048e+06 1.0495e+07 7.8229e+06 9.8886e+06 8.8773e+06 8.6027e+06 1.0866e+07 6.6489e+06 1.2447e+07 5.7211e+06
3.5250 8.7962e+06 5.2715e+06 1.2845e+07 5.6978e+06 1.2364e+07 7.4616e+06 1.0413e+07 7.7752e+06 9.8171e+06 8.8347e+06 8.5360e+06 1.0787e+07 6.6040e+06 1.2364e+07 5.6978e+06
3.5750 8.7342e+06 5.2518e+06 1.2750e+07 5.6727e+06 1.2279e+07 7.4164e+06 1.0329e+07 7.7254e+06 9.7431e+06 8.7894e+06 8.4673e+06 1.0706e+07 6.5574e+06 1.2279e+07 5.6727e+06
3.6250 8.6702e+06 5.2305e+06 1.2652e+07 5.6460e+06 1.2190e+07 7.3692e+06 1.0242e+07 7.6735e+06 9.6668e+06 8.7417e+06 8.3965e+06 1.0621e+07 6.5091e+06 1.2190e+07 5.6460e+06
3.6750 8.6040e+06 5.2076e+06 1.2551e+07 5.6176e+06 1.2099e+07 7.3202e+06 1.0154e+07 7.6197e+06 9.5884e+06 8.6916e+06 8.3239e+06 1.0535e+07 6.4593e+06 1.2099e+07 5.6176e+06
3.7250 8.5360e+06 5.1832e+06 1.2448e+07 5.5877e+06 1.2005e+07 7.2694e+06 1.0062e+07 7.5641e+06 9.5078e+06 8.6393e+06 8.2495e+06 1.0446e+07 6.4080e+06 1.2005e+07 5.5877e+06
3.7750 8.4661e+06 5.1573e+06 1.2343e+07 5.5563e+06 1.1908e+07 7.2168e+06 9.9696e+06 7.5068e+06 9.4254e+06 8.5848e+06 8.1735e+06 1.0355e+07 6.3553e+06 1.1908e+07 5.5563e+06
3.8250 8.3944e+06 5.1301e+06 1.2235e+07 5.5234e+06 1.1809e+07 7.1627e+06 9.8750e+06 7.4478e+06 9.3411e+06 8.5282e+06 8.0960e+06 1.0262e+07 6.3013e+06 1.1809e+07 5.5234e+06
3.8750 8.3212e+06 5.1015e+06 1.2124e+07 5.4892e+06 1.1708e+07 7.1071e+06 9.7786e+06 7.3873e+06 9.2551e+06 8.4697e+06 8.0170e+06 1.0166e+07 6.2461e+06 1.1708e+07 5.4892e+06
3.9250 8.2464e+06 5.0717e+06 1.2012e+07 5.4538e+06 1.1604e+07 7.0500e+06 9.6806e+06 7.3254e+06 9.1675e+06 8.4094e+06 7.9366e+06 1.0070e+07 6.1897e+06 1.1604e+07 5.4538e+06
3.9750 8.1702e+06 5.0407e+06 1.1898e+07 5.4170e+06 1.1499e+07 6.9916e+06 9.5812e+06 7.2620e+06 9.0785e+06 8.3473e+06 7.8551e+06 9.9712e+06 6.1322e+06 1.1499e+07 5.4170e+06
4.0250 8.0927e+06 5.0085e+06 1.1782e+07 5.3792e+06 1.1392e+07 6.9319e+06 9.4805e+06 7.1974e+06 8.9880e+06 8.2835e+06 7.7724e+06 9.8712e+06 6.0736e+06 1.1392e+07 5.3792e+06
4.0750 8.0141e+06 4.9753e+06 1.1664e+07 5.3403e+06 1.1283e+07 6.8711e+06 9.3787e+06 7.1317e+06 8.8964e+06 8.2183e+06 7.6888e+06 9.7698e+06 6.0143e+06 1.1283e+07 5.3403e+06
4.1250 7.9344e+06 4.9411e+06 1.1546e+07 5.3004e+06 1.1172e+07 6.8093e+06 9.2759e+06 7.0650e+06 8.8037e+06 8.1517e+06 7.6044e+06 9.6674e+06 5.9541e+06 1.1172e+07 5.3004e+06
4.1750 7.8538e+06 4.9061e+06 1.1425e+07 5.2596e+06 1.1061e+07 6.7465e+06 9.1723e+06 6.9974e+06 8.7102e+06 8.0838e+06 7.5192e+06 9.5639e+06 5.8933e+06 1.1061e+07 5.2596e+06
4.2250 7.7723e+06 4.8701e+06 1.1304e+07 5.2180e+06 1.0948e+07 6.6829e+06 9.0680e+06 6.9288e+06 8.6157e+06 8.0148e+06 7.4334e+06 9.4594e+06 5.8318e+06 1.0948e+07 5.2180e+06
4.2750 7.6901e+06 4.8333e+06 1.1182e+07 5.1755e+06 1.0834e+07 6.6185e+06 8.9630e+06 6.8595e+06 8.5206e+06 7.9446e+06 7.3471e+06 9.3542e+06 5.7698e+06 1.0834e+07 5.1755e+06
4.3250 7.6072e+06 4.7957e+06 1.1059e+07 5.1322e+06 1.0718e+07 6.5533e+06 8.8575e+06 6.7895e+06 8.4248e+06 7.8733e+06 7.2604e+06 9.2482e+06 5.7072e+06 1.0718e+07 5.1322e+06
4.3750 7.5236e+06 4.7573e+06 1.0935e+07 5.0882e+06 1.0602e+07 6.4875e+06 8.7516e+06 6.7189e+06 8.3284e+06 7.8011e+06 7.1732e+06 9.1415e+06 5.6442e+06 1.0602e+07 5.0882e+06
4.4250 7.4396e+06 4.7183e+06 1.0810e+07 5.0436e+06 1.0486e+07 6.4211e+06 8.6452e+06 6.6476e+06 8.2316e+06 7.7279e+06 7.0858e+06 9.0344e+06 5.5809e+06 1.0486e+07 5.0436e+06
4.4750 7.3551e+06 4.6785e+06 1.0685e+07 4.9983e+06 1.0368e+07 6.3541e+06 8.5386e+06 6.5758e+06 8.1344e+06 7.6539e+06 6.9981e+06 8.9267e+06 5.5172e+06 1.0368e+07 4.9983e+06
4.5250 7.2703e+06 4.6382e+06 1.0559e+07 4.9524e+06 1.0250e+07 6.2866e+06 8.4318e+06 6.5036e+06 8.0369e+06 7.5791e+06 6.9103e+06 8.8187e+06 5.4532e+06 1.0250e+07 4.9524e+06
4.5750 7.1851e+06 4.5973e+06 1.0433e+07 4.9060e+06 1.0131e+07 6.2187e+06 8.3250e+06 6.4310e+06 7.9392e+06 7.5037e+06 6.8224e+06 8.7105e+06 5.3891e+06 1.0131e+07 4.9060e+06
4.6250 7.0998e+06 4.5559e+06 1.0306e+07 4.8592e+06 1.0012e+07 6.1505e+06 8.2181e+06 6.3582e+06 7.8415e+06 7.4277e+06 6.7346e+06 8.6021e+06 5.3248e+06 1.0012e+07 4.8592e+06
4.6750 7.0144e+06 4.5141e+06 1.0180e+07 4.8121e+06 9.8930e+06 6.0821e+06 8.1114e+06 6.2851e+06 7.7437e+06 7.3512e+06 6.6468e+06 8.4938e+06 5.2605e+06 9.8930e+06 4.8121e+06
4.7250 6.9289e+06 4.4719e+06 1.0054e+07 4.7646e+06 9.7735e+06 6.0134e+06 8.0049e+06 6.2119e+06 7.6459e+06 7.2744e+06 6.5592e+06 8.3854e+06 5.1962e+06 9.7735e+06 4.7646e+06
4.7750 6.8434e+06 4.4294e+06 9.9272e+06 4.7167e+06 9.6540e+06 5.9446e+06 7.8986e+06 6.1386e+06 7.5483e+06 7.1971e+06 6.4718e+06 8.2771e+06 5.1319e+06 9.6540e+06 4.7167e+06
4.8250 6.7580e+06 4.3865e+06 9.8010e+06 4.6687e+06 9.5345e+06 5.8756e+06 7.7926e+06 6.0652e+06 7.4508e+06 7.1196e+06 6.3847e+06 8.1690e+06 5.0676e+06 9.5345e+06 4.6687e+06
4.8750 6.6727e+06 4.3434e+06 9.6749e+06 4.6204e+06 9.4151e+06 5.8066e+06 7.6870e+06 5.9918e+06 7.3536e+06 7.0418e+06 6.2979e+06 8.0612e+06 5.0035e+06 9.4151e+06 4.6204e+06
4.9250 6.5875e+06 4.3000e+06 9.5491e+06 4.5719e+06 9.2958e+06 5.7376e+06 7.5818e+06 5.9184e+06 7.2566e+06 6.9639e+06 6.2114e+06 7.9536e+06 4.9395e+06 9.2958e+06 4.5719e+06
4.9750 6.5026e+06 4.2563e+06 9.4237e+06 4.5232e+06 9.1767e+06 5.6686e+06 7.4771e+06 5.8451e+06 7.1600e+06 6.8858e+06 6.1253e+06 7.8464e+06 4.8756e+06 9.1767e+06 4.5232e+06
5.0250 6.4179e+06 4.2125e+06 9.2986e+06 4.4745e+06 9.0578e+06 5.5996e+06 7.3729e+06 5.7719e+06 7.0638e+06 6.8076e+06 6.0397e+06 7.7396e+06 4.8120e+06 9.0578e+06 4.4745e+06
5.0750 6.3335e+06 4.1686e+06 9.1740e+06 4.4257e+06 8.9393e+06 5.5308e+06 7.2693e+06 5.6989e+06 6.9680e+06 6.7294e+06 5.9546e+06 7.6334e+06 4.7486e+06 8.9393e+06 4.4257e+06
5.1250 6.2494e+06 4.1245e+06 9.0500e+06 4.3768e+06 8.8212e+06 5.4621e+06 7.1664e+06 5.6262e+06 6.8728e+06 6.6513e+06 5.8700e+06 7.5276e+06 4.6856e+06 8.8212e+06 4.3768e+06
5.1750 6.1658e+06 4.0804e+06 8.9267e+06 4.3280e+06 8.7036e+06 5.3936e+06 7.0641e+06 5.5536e+06 6.7780e+06 6.5733e+06 5.7860e+06 7.4225e+06 4.6228e+06 8.7036e+06 4.3280e+06
5.2250 6.0827e+06 4.0363e+06 8.8040e+06 4.2792e+06 8.5866e+06 5.3254e+06 6.9626e+06 5.4814e+06 6.6839e+06 6.4954e+06 5.7026e+06 7.3180e+06 4.5604e+06 8.5866e+06 4.2792e+06
5.2750 6.0000e+06 3.9921e+06 8.6820e+06 4.2304e+06 8.4702e+06 5.2574e+06 6.8619e+06 5.4096e+06 6.5904e+06 6.4177e+06 5.6198e+06 7.2141e+06 4.4984e+06 8.4702e+06 4.2304e+06
