pt central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
16.355 58607.320 45329.576 77649.486 46218.919 77014.038 55641.423 61740.590 54861.297 62351.925 65017.119 53939.330 66902.187 46218.919 77014.038 47668.535
16.455 57100.438 44194.358 75591.341 45056.928 74973.001 54226.146 60134.256 53459.574 60739.890 63358.658 52546.182 65141.680 45056.928 74973.001 46494.074
16.555 55637.268 43092.326 73593.341 43928.374 72994.758 52852.313 58576.786 52099.167 59175.369 61748.150 51194.268 63432.893 43928.374 72994.758 45353.169
16.655 54217.709 42020.613 71656.718 42831.794 71074.905 51518.432 57066.635 50778.578 57658.238 60184.091 49883.481 61777.084 42831.794 71074.905 44244.369
16.756 52840.634 40981.178 69778.538 41767.725 69214.730 50223.452 55599.813 49496.766 56184.502 58666.649 48609.987 60170.137 41767.725 69214.730 43166.804
16.856 51503.162 39971.176 67957.236 40734.710 67409.875 48965.904 54177.607 48250.871 54755.454 57191.555 47375.094 58611.921 40734.710 67409.875 42120.433
16.956 50205.866 38990.000 66190.304 39730.735 65659.237 47745.024 52797.751 47042.912 53368.821 55760.693 46176.652 57100.086 39730.735 65659.237 41101.855
17.057 48945.216 38035.699 64476.688 38755.219 63960.391 46558.716 51458.044 45868.032 52022.400 54370.452 45012.572 55633.732 38755.219 63960.391 40111.871
17.157 47721.144 37109.611 62813.498 37806.749 62311.832 45406.920 50157.026 44728.919 50714.737 53019.393 43882.785 54209.995 37806.749 62311.832 39150.448
17.258 46534.278 36209.809 61199.734 36887.492 60712.564 44288.941 48895.285 43622.144 49445.052 51708.080 42786.606 52829.388 36887.492 60712.564 38214.283
17.358 45379.838 35335.771 59634.447 35992.821 59161.642 43201.411 47669.354 42545.715 48212.606 50433.031 41722.031 51489.730 35992.821 59161.642 37305.568
17.458 44259.129 34484.761 58116.155 35124.067 57656.232 42145.643 46479.167 41500.942 47017.317 49195.543 40687.648 50188.221 35124.067 57656.232 36420.212
17.558 43170.142 33658.987 56641.257 34279.367 56194.099 41119.664 45324.016 40485.856 45854.428 47992.189 39684.196 48926.788 34279.367 56194.099 35560.412
17.659 42113.595 32855.289 55210.255 33458.249 54775.749 40122.892 44201.895 39499.878 44725.975 46822.296 38709.747 47700.665 33458.249 54775.749 34724.330
17.759 41085.424 32074.984 53820.374 32659.351 53398.405 39155.281 43112.740 38541.628 43629.219 45687.151 37761.584 46509.791 32659.351 53398.405 33910.616
17.860 40087.707 31314.959 52472.139 31883.551 52061.268 38213.607 42054.584 37610.555 42564.858 44582.100 36841.830 45354.802 31883.551 52061.268 33118.813
17.960 39117.227 30576.129 51162.128 31129.083 50762.259 37297.361 41025.513 36704.815 41529.638 43509.188 35947.308 44232.384 31129.083 50762.259 32348.486
18.060 38173.954 29858.471 49888.956 30394.615 49501.303 36407.834 40025.490 35825.698 40523.525 42465.732 35077.987 43142.482 30394.615 49501.303 31598.310
18.160 37257.355 29158.954 48654.522 29681.051 48276.361 35541.891 39055.254 34970.070 39545.948 41449.837 34233.376 42083.159 29681.051 48276.361 30867.875
18.261 36366.920 28479.820 47454.205 28986.689 47086.757 34700.374 38110.343 34137.475 38595.062 40463.573 33411.701 41053.835 28986.689 47086.757 30158.093
18.361 35500.016 27818.445 46287.952 28311.519 45931.122 33881.955 37193.335 33327.896 37672.136 39502.997 32614.237 40054.461 28311.519 45931.122 29466.350
18.462 34657.468 27174.473 45155.110 27653.871 44807.515 33086.181 36301.116 32540.882 36774.053 38570.178 31837.938 39083.172 27653.871 44807.515 28793.570
18.562 33837.529 26547.565 44055.060 27014.689 43716.621 32311.334 35434.501 31776.007 35900.338 37660.739 31083.686 38138.157 27014.689 43716.621 28138.103
18.662 33041.466 25937.717 42985.176 26391.393 42655.812 31557.406 34590.885 31030.681 35050.969 36778.527 30348.885 37220.669 26391.393 42655.812 27501.234
18.762 32266.273 25344.596 41944.878 25786.215 41624.513 30825.267 33771.096 30307.067 34225.479 35919.203 29635.704 36327.637 25786.215 41624.513 26880.052
18.863 31511.552 24767.884 40934.890 25196.275 40622.177 30111.971 32974.693 29602.223 33422.152 35082.327 28941.204 35461.142 25196.275 40622.177 26274.245
18.963 30778.560 24205.039 39952.621 24622.848 39648.761 29417.517 32199.109 28916.147 32640.973 34267.894 28266.644 34617.334 24622.848 39648.761 25685.094
19.064 30064.367 23658.302 38997.548 24064.356 38701.204 28741.540 31443.940 28248.474 31880.259 33476.731 27609.129 33798.295 24064.356 38701.204 25112.277
19.164 29369.871 23124.864 38069.171 23520.515 37780.283 28084.947 30710.061 27598.861 31140.881 32705.901 26969.588 32999.813 23520.515 37780.283 24552.976
19.264 28693.805 22605.989 37166.203 22991.326 36885.958 27443.964 29997.443 26967.297 30421.563 31955.403 26348.007 32224.388 22991.326 36885.958 24008.464
19.364 28035.816 22100.154 36288.168 22475.261 36015.250 26822.015 29301.958 26352.196 29720.682 31224.848 25742.803 31470.350 22475.261 36015.250 23478.454
19.465 27395.570 21608.350 35434.616 21973.310 35167.724 26215.037 28626.999 25753.251 29039.130 30513.866 25153.674 30736.069 21973.310 35167.724 22960.191
19.565 26773.057 21128.098 34604.278 21484.232 34344.598 25624.280 27968.824 25169.221 28375.657 29822.448 24580.612 30022.773 21484.232 34344.598 22457.415
19.666 26166.617 20661.551 33795.365 21007.697 33542.839 25049.344 27329.469 24602.188 27731.047 29147.656 24023.226 29327.503 21007.697 33542.839 21966.064
19.766 25575.024 20206.245 33010.323 20543.711 32762.439 24488.997 26706.456 24048.450 27101.598 28491.958 23480.280 28652.715 20543.711 32762.439 21488.616
19.866 25000.434 19763.180 32245.059 20092.036 32004.224 23944.181 26099.476 23510.188 26490.680 27852.562 22951.499 27994.374 20092.036 32004.224 21022.370
19.967 24440.114 19330.916 31500.429 19651.230 31266.587 23412.184 25509.452 22985.910 25894.317 27230.381 22436.626 27354.610 19651.230 31266.587 20568.328
20.067 23895.283 18910.678 30776.416 19222.519 30548.298 22894.236 24933.944 22475.617 25314.949 26624.196 21934.445 26732.188 19222.519 30548.298 20125.281
20.167 23363.243 18499.829 30071.441 18804.473 29849.003 22391.285 24375.094 21977.841 24749.853 26032.499 21445.924 26125.584 18804.473 29849.003 19693.016
20.268 22846.161 18100.596 29385.164 18396.893 29168.362 21899.457 23830.203 21493.555 24199.972 25457.426 20970.820 25534.512 18396.893 29168.362 19272.534
20.368 22342.827 17710.572 28717.577 17999.788 28505.165 21421.176 23299.279 21021.554 23664.099 24896.567 20507.926 24960.171 17999.788 28505.165 18861.436
20.468 21851.794 17330.774 28067.149 17612.964 27860.290 20955.003 22782.064 20561.611 23141.976 24350.850 20057.017 24399.874 17612.964 27860.290 18461.926
20.569 21372.837 16961.018 27434.768 17236.235 27232.227 20499.528 22278.314 20112.317 22633.356 23818.816 19616.687 23855.750 17236.235 27232.227 18071.419
20.669 20907.152 16600.120 26818.044 16868.419 26620.974 20057.142 21788.028 19676.063 22138.242 23300.476 19188.138 23325.406 16868.419 26620.974 17691.124
20.769 20453.323 16247.912 26217.872 16509.345 26025.050 19625.253 21309.784 19250.256 21655.207 22794.395 18771.159 22807.407 16509.345 26025.050 17319.671
20.870 20009.960 15904.235 25632.788 16160.032 25445.361 19204.847 20844.544 18834.707 21185.214 22301.528 18364.369 22303.886 16160.032 25445.361 16956.894
20.970 19578.255 15570.275 25063.972 15818.130 24880.723 18794.749 20391.128 18430.601 20725.909 21821.878 17967.780 21813.655 15818.130 24880.723 16603.986
21.070 19158.000 15243.521 24508.801 15485.835 24329.700 18394.770 19949.324 18036.567 20279.432 21352.870 17582.375 21336.482 15485.835 24329.700 16259.600
21.171 18747.831 14925.005 23969.366 15161.817 23794.382 18004.730 19517.762 17652.429 19844.400 20896.640 17205.635 20869.809 15161.817 23794.382 15922.416
21.271 18348.923 14614.732 23442.165 14846.085 23272.429 17624.639 19097.622 17277.029 19419.655 20452.022 16838.738 20417.145 14846.085 23272.429 15594.783
21.371 17958.765 14311.398 22929.288 14537.331 22762.446 17253.160 18688.702 16911.364 19006.167 20017.651 16480.354 19974.782 14537.331 22762.446 15274.220
21.472 17579.505 14016.030 22429.343 14236.582 22267.681 16891.290 18289.660 16555.266 18602.590 19594.497 16131.483 19543.690 14236.582 22267.681 14961.748
21.572 17208.838 13727.480 21942.332 13942.692 21783.513 16539.036 17900.506 16207.588 18208.936 19181.415 15792.127 19123.872 13942.692 21783.513 14657.377
21.672 16847.750 13446.771 21468.034 13656.680 21313.184 16195.083 17521.063 15868.176 17826.177 18779.368 15459.829 18715.134 13656.680 21313.184 14359.816
21.773 16494.937 13171.484 21005.093 13377.271 20853.040 15859.285 17151.168 15538.030 17451.845 18387.031 15136.746 18315.005 13377.271 20853.040 14068.942
21.873 16151.554 12903.923 20554.659 13104.478 20406.521 15531.655 16790.825 15214.869 17087.100 18003.274 14821.735 17926.926 13104.478 20406.521 13785.911
21.973 15816.305 12642.822 20115.387 12838.183 19970.002 15212.048 16438.735 14900.834 16730.641 17630.211 14513.519 17547.296 12838.183 19970.002 13509.453
22.074 15489.049 12386.937 19685.958 12578.272 19544.438 14900.327 16095.886 14593.513 16384.586 17265.405 14213.108 17177.097 12578.272 19544.438 13238.320
22.174 15169.798 12137.418 19268.646 12324.756 19129.835 14595.373 15761.152 14294.053 16045.543 16910.003 13920.507 16816.334 12324.756 19129.835 12974.793
22.274 14858.412 11894.155 18861.004 12076.397 18726.010 14299.310 15434.390 14001.196 15714.504 16562.720 13634.461 16464.849 12076.397 18726.010 12716.497
22.375 14554.761 11657.041 18463.990 11835.345 18331.664 14008.635 15116.586 13715.947 15392.453 16223.416 13355.975 16121.368 11835.345 18331.664 12465.577
22.475 14257.732 11424.967 18076.488 11599.359 17946.812 13725.611 14805.505 13437.192 15078.273 15893.224 13083.934 15787.023 11599.359 17946.812 12218.678
22.575 13968.280 11197.804 17698.281 11368.312 17571.235 13450.069 14502.092 13165.889 14770.670 15570.832 12818.187 15460.503 11368.312 17571.235 11979.020
22.676 13685.297 10977.013 17329.377 11143.329 17206.056 13179.792 14206.356 12899.820 14470.774 15255.140 12558.743 15141.818 11143.329 17206.056 11744.380
22.776 13409.778 10760.940 16970.730 10923.315 16848.893 12916.894 13917.062 12641.100 14178.456 14948.242 12305.496 14830.836 10923.315 16848.893 11514.665
22.876 13140.500 10549.724 16619.972 10708.514 16500.714 12659.050 13635.201 12388.510 13893.594 14647.793 12058.341 14527.430 10708.514 16500.714 11290.892
22.977 12877.476 10343.596 16277.121 10498.826 16161.524 12408.484 13359.680 12140.960 13613.993 14353.812 11817.289 14231.609 10498.826 16161.524 11071.965
23.077 12620.599 10142.141 15943.138 10293.944 15830.082 12162.886 13091.484 11899.454 13341.745 14068.379 11582.237 13943.249 10293.944 15830.082 10858.347
23.177 12370.862 9945.280 15616.791 10093.678 15506.259 11923.261 12829.407 11663.894 13076.737 13788.084 11351.995 13661.136 10093.678 15506.259 10649.404
23.278 12124.993 9752.916 15299.183 9898.149 15191.158 11689.619 12572.369 11434.287 12816.790 13515.133 11127.671 13385.285 9898.149 15191.158 10445.149
23.378 11886.173 9565.079 14989.090 9707.060 14882.468 11460.774 12322.453 11209.450 12563.985 13248.324 10908.080 13116.678 9707.060 14882.468 10245.610
23.478 11653.215 9381.370 14685.307 9520.336 14582.249 11237.726 12078.467 10989.301 12316.045 12987.553 10693.902 12855.204 9520.336 14582.249 10050.491
23.579 11425.044 9202.017 14390.017 9337.880 14288.336 11019.402 11840.421 10775.367 12074.071 12733.915 10484.711 12598.701 9337.880 14288.336 9859.806
23.679 11201.575 9026.517 14100.933 9159.512 14001.699 10806.796 11607.140 10565.938 11837.967 12485.145 10280.317 12348.159 9159.512 14001.699 9673.372
23.779 10983.804 8855.020 13819.029 8985.165 13722.226 10598.317 11379.617 10361.152 11607.640 12242.231 10080.641 12104.557 8985.165 13722.226 9491.009
23.880 10771.738 8687.428 13544.310 8814.741 13448.852 10394.839 11157.860 10161.128 11382.025 12005.184 9885.587 11865.751 8814.741 13448.852 9312.839
23.980 10563.682 8523.570 13275.596 8648.176 13181.473 10195.961 10940.708 9965.681 11162.111 11772.840 9694.971 11632.725 8648.176 13181.473 9138.577
24.080 10360.528 8363.385 13012.791 8485.299 12921.061 10001.503 10728.086 9774.632 10946.743 11546.185 9508.617 11405.391 8485.299 12921.061 8968.159
24.181 10162.071 8206.775 12755.907 8326.122 12666.556 9811.475 10520.857 9587.885 10735.938 11325.228 9326.640 11182.692 8326.122 12666.556 8801.490
24.281 9968.129 8053.576 12505.909 8170.478 12417.862 9625.805 10318.303 9405.369 10530.784 11108.820 9148.758 10965.610 8170.478 12417.862 8638.508
24.381 9778.421 7903.839 12261.641 8018.203 12174.889 9444.108 10120.350 9227.017 10329.930 10896.885 8974.908 10753.004 8018.203 12174.889 8479.046
24.482 9593.167 7757.361 12022.057 7869.415 11937.648 9266.607 9926.902 9052.628 10133.601 10689.439 8804.886 10545.942 7869.415 11937.648 8323.117
24.582 9411.983 7614.088 11789.182 7723.845 11706.049 9093.024 9737.888 8882.138 9941.828 10487.668 8638.841 10343.290 7723.845 11706.049 8170.557
24.682 9234.805 7473.970 11560.823 7581.444 11480.008 8923.297 9553.029 8715.381 9754.228 10289.920 8476.398 10145.292 7581.444 11480.008 8021.312
24.783 9061.642 7336.911 11338.044 7442.220 11258.486 8757.333 9372.441 8552.471 9570.812 10096.627 8317.566 9951.748 7442.220 11258.486 7875.287
24.883 8892.327 7202.861 11119.715 7306.018 11042.452 8594.966 9195.848 8393.036 9391.513 9907.614 8162.289 9762.588 7306.018 11042.452 7732.431
24.983 8726.696 7071.773 10906.808 7172.687 10830.785 8436.244 9023.189 8237.124 9216.269 9722.816 8010.511 9577.746 7172.687 10830.785 7592.692
25.084 8564.761 6943.345 10699.329 7042.340 10624.537 8280.969 8854.370 8084.745 9044.776 9542.035 7862.033 9397.023 7042.340 10624.537 7455.874
25.184 8406.462 6817.842 10496.161 6914.826 10422.595 8129.085 8689.330 7935.637 8877.183 9365.311 7716.803 9220.251 6914.826 10422.595 7322.031
25.284 8251.538 6695.015 10296.827 6789.998 10224.788 7980.439 8527.806 7789.852 8713.224 9192.377 7574.874 9047.474 6789.998 10224.788 7191.015
25.385 8100.000 6574.768 10102.474 6667.762 10031.851 7835.141 8370.014 7647.194 8552.910 9023.243 7435.946 8878.597 6667.762 10031.851 7062.834
25.485 7951.795 6457.060 9912.516 6548.283 9843.199 7692.937 8215.590 7507.612 8395.978 8857.748 7300.073 8713.355 6548.283 9843.199 6937.239
25.585 7806.771 6341.956 9726.685 6431.314 9658.769 7553.675 8064.585 7371.061 8242.583 8695.836 7167.107 8551.899 6431.314 9658.769 6814.394
25.686 7664.935 6229.257 9545.093 6316.863 9478.365 7417.570 7916.906 7237.445 8092.528 8537.519 7037.056 8393.828 6316.863 9478.365 6694.102
25.786 7526.223 6118.911 9367.349 6204.775 9302.006 7284.354 7772.381 7106.704 7945.640 8382.516 6909.860 8239.375 6204.775 9302.006 6576.410
25.886 7390.337 6010.824 9193.665 6095.057 9129.497 7153.933 7631.018 6978.846 7801.930 8230.940 6785.323 8088.242 6095.057 9129.497 6461.121
25.987 7257.537 5905.163 9023.781 5987.673 8960.781 7026.264 7492.670 6853.623 7661.348 8082.536 6663.504 7940.379 5987.673 8960.781 6348.198
26.087 7127.474 5801.591 8857.540 5882.589 8795.702 6901.408 7357.291 6731.098 7523.749 7937.359 6544.264 7795.637 5882.589 8795.702 6237.604
26.187 7000.159 5700.215 8694.951 5779.710 8634.369 6779.068 7224.891 6611.278 7389.141 7795.216 6427.609 7654.126 5779.710 8634.369 6129.450
26.288 6875.650 5601.003 8535.861 5678.902 8476.427 6659.408 7095.323 6493.922 7257.378 7656.160 6313.502 7515.698 5678.902 8476.427 6023.396
26.388 6753.706 5503.822 8380.318 5580.234 8321.927 6542.188 6968.447 6378.993 7128.320 7520.047 6201.703 7380.209 5580.234 8321.927 5919.510
26.488 6634.336 5408.680 8228.031 5483.613 8170.776 6427.515 6844.371 6266.499 7002.174 7386.786 6092.223 7247.667 5483.613 8170.776 5817.901
26.589 6517.501 5315.445 8079.152 5388.908 8022.828 6315.154 6722.855 6156.403 6878.599 7256.234 5985.125 7117.928 5388.908 8022.828 5718.235
26.689 6403.066 5224.190 7933.333 5296.289 7878.135 6205.170 6603.961 6048.573 6757.558 7128.550 5880.277 6990.853 5296.289 7878.135 5620.682
26.789 6291.137 5134.722 7790.685 5205.464 7736.506 6097.470 6487.498 5943.115 6639.159 7003.444 5777.585 6866.550 5205.464 7736.506 5525.049
26.890 6181.380 5047.211 7651.061 5116.603 7597.897 5992.020 6373.528 5839.696 6523.164 6881.076 5677.117 6744.881 5116.603 7597.897 5431.407
26.990 6074.062 4961.333 7514.520 5029.482 7462.166 5888.690 6261.918 5738.485 6409.639 6761.111 5578.644 6625.807 5029.482 7462.166 5339.627
27.090 5968.891 4877.294 7380.771 4944.106 7329.422 5787.487 6152.674 5639.390 6298.392 6643.655 5482.173 6509.238 4944.106 7329.422 5249.718
27.191 5865.935 4794.869 7249.873 4860.549 7199.425 5688.380 6045.666 5542.281 6189.490 6528.674 5387.773 6395.137 4860.549 7199.425 5161.651
27.291 5765.063 4714.232 7121.787 4778.589 7072.236 5591.340 5940.959 5447.228 6082.899 6416.133 5295.318 6283.372 4778.589 7072.236 5075.301
27.391 5666.284 4635.093 6996.324 4698.329 6947.665 5496.274 5838.363 5354.041 5978.429 6305.743 5204.716 6173.951 4698.329 6947.665 4990.676
27.492 5569.470 4557.625 6873.544 4619.649 6825.773 5403.057 5737.848 5262.791 5876.149 6197.769 5116.037 6066.742 4619.649 6825.773 4907.750
27.592 5474.690 4481.708 6753.314 4542.623 6706.328 5311.760 5639.484 5173.352 5775.929 6091.882 5029.060 5961.813 4542.623 6706.328 4826.500
27.692 5381.755 4407.250 6635.641 4467.061 6589.437 5222.389 5543.080 5085.831 5677.778 5988.190 4943.986 5859.072 4467.061 6589.437 4746.736
27.793 5290.835 4334.326 6520.393 4393.040 6475.064 5134.722 5448.608 5000.004 5581.568 5886.662 4860.499 5758.391 4393.040 6475.064 4668.630
27.893 5201.609 4262.722 6407.440 4320.440 6362.884 5048.833 5356.043 4915.946 5487.272 5787.073 4778.769 5659.840 4320.440 6362.884 4592.064
27.993 5114.280 4192.638 6296.886 4249.267 6253.101 4964.630 5265.487 4833.565 5394.996 5689.626 4698.704 5563.328 4249.267 6253.101 4516.945
28.094 5028.629 4123.955 6188.700 4179.599 6145.584 4882.187 5176.624 4752.837 5304.517 5594.001 4620.186 5468.730 4179.599 6145.584 4443.349
28.194 4944.728 4056.559 6082.561 4111.222 6040.304 4801.287 5089.622 4673.645 5215.811 5500.367 4543.191 5376.019 4111.222 6040.304 4371.159
28.294 4862.487 3990.455 5978.766 4044.141 5937.171 4722.033 5004.392 4596.089 5128.982 5408.632 4467.823 5285.203 4044.141 5937.171 4300.382
28.395 4781.980 3925.720 5876.995 3978.434 5836.060 4644.306 4920.812 4520.053 5043.810 5318.674 4393.868 5196.255 3978.434 5836.060 4230.996
28.495 4702.991 3862.146 5777.222 3913.988 5737.040 4568.182 4838.860 4445.515 4960.275 5230.471 4321.498 5109.056 3913.988 5737.040 4162.888
28.595 4625.527 3799.928 5679.550 3850.807 5640.021 4493.473 4758.638 4372.480 4878.477 5144.027 4250.430 5023.611 3850.807 5640.021 4096.159
28.696 4549.558 3738.755 5583.845 3788.770 5544.966 4420.248 4679.924 4300.922 4798.290 5059.310 4180.828 4939.888 3788.770 5544.966 4030.687
28.796 4475.186 3678.920 5490.114 3727.980 5451.881 4348.512 4602.819 4230.653 4719.623 4976.230 4112.603 4857.892 3727.980 5451.881 3966.381
28.896 4402.199 3620.119 5398.138 3668.420 5360.646 4278.149 4527.206 4161.846 4642.552 4894.861 4045.639 4777.410 3668.420 5360.646 3903.416
28.997 4330.674 3562.433 5308.088 3609.882 5271.141 4209.046 4453.161 4094.292 4566.960 4814.989 3980.016 4698.612 3609.882 5271.141 3841.585
29.097 4260.520 3505.962 5219.871 3552.562 5183.468 4141.400 4380.499 4028.092 4492.854 4736.718 3915.737 4621.313 3552.562 5183.468 3780.988
29.197 4191.720 3450.500 5133.276 3496.255 5097.604 4075.001 4309.201 3963.228 4420.213 4659.930 3852.597 4545.588 3496.255 5097.604 3721.513
29.298 4124.256 3396.033 5048.470 3441.137 5013.336 4009.833 4239.344 3899.493 4348.924 4584.606 3790.673 4471.323 3441.137 5013.336 3663.051
29.398 4058.038 3342.661 4965.364 3386.927 4930.766 3945.997 4170.837 3837.083 4279.087 4510.753 3729.971 4398.522 3386.927 4930.766 3605.797
29.498 3993.144 3290.275 4883.842 3333.802 4849.872 3883.285 4103.665 3775.886 4210.496 4438.351 3670.475 4327.073 3333.802 4849.872 3549.545
29.599 3929.557 3238.862 4803.978 3281.653 4770.539 3821.872 4037.809 3715.793 4143.227 4367.382 3612.076 4257.052 3281.653 4770.539 3494.472
29.699 3867.095 3188.427 4725.684 3230.484 4692.680 3761.574 3973.181 3656.809 4077.286 4297.662 3554.777 4188.370 3230.484 4692.680 3440.299
29.799 3805.834 3138.957 4648.845 3180.378 4616.462 3702.376 3909.763 3599.012 4012.657 4229.364 3498.660 4121.104 3180.378 4616.462 3387.106
29.900 3745.762 3090.345 4573.538 3131.038 4541.678 3644.357 3847.636 3542.295 3949.228 4162.281 3443.522 4055.050 3131.038 4541.678 3334.975
30.000 3686.787 3042.690 4499.672 3082.659 4468.335 3587.334 3786.615 3486.662 3886.912 4096.514 3389.461 3990.306 3082.659 4468.335 3283.816
