# FONLL heavy quark hadroproduction cross section, calculated on Tue Dec 28 18:00:00 CET 2021
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 0.
# ptmax = 150.
# ymin  = -0.5
# ymax  = 0.5
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=dot5dot5 fr=22 fr=21 fr=12 fr=1dot5 fr=dot51
79.9266 4.0304e+02 3.5527e+02 4.5198e+02 3.5975e+02 4.4761e+02 3.9952e+02 4.0651e+02 3.8314e+02 4.2294e+02 4.3567e+02 3.7306e+02 4.1611e+02 3.5975e+02 4.4761e+02 3.8780e+02
79.9767 4.0178e+02 3.5416e+02 4.5054e+02 3.5863e+02 4.4619e+02 3.9826e+02 4.0523e+02 3.8194e+02 4.2161e+02 4.3429e+02 3.7188e+02 4.1479e+02 3.5863e+02 4.4619e+02 3.8659e+02
80.0267 4.0051e+02 3.5305e+02 4.4911e+02 3.5751e+02 4.4477e+02 3.9701e+02 4.0395e+02 3.8074e+02 4.2028e+02 4.3292e+02 3.7071e+02 4.1348e+02 3.5751e+02 4.4477e+02 3.8538e+02
80.0767 3.9925e+02 3.5195e+02 4.4768e+02 3.5640e+02 4.4336e+02 3.9577e+02 4.0268e+02 3.7955e+02 4.1896e+02 4.3155e+02 3.6955e+02 4.1217e+02 3.5640e+02 4.4336e+02 3.8418e+02
80.1267 3.9800e+02 3.5086e+02 4.4626e+02 3.5529e+02 4.4195e+02 3.9453e+02 4.0142e+02 3.7836e+02 4.1764e+02 4.3019e+02 3.6839e+02 4.1087e+02 3.5529e+02 4.4195e+02 3.8299e+02
80.1767 3.9675e+02 3.4976e+02 4.4485e+02 3.5418e+02 4.4055e+02 3.9329e+02 4.0015e+02 3.7717e+02 4.1633e+02 4.2883e+02 3.6723e+02 4.0957e+02 3.5418e+02 4.4055e+02 3.8180e+02
80.2267 3.9550e+02 3.4868e+02 4.4343e+02 3.5308e+02 4.3915e+02 3.9206e+02 3.9889e+02 3.7599e+02 4.1502e+02 4.2748e+02 3.6608e+02 4.0828e+02 3.5308e+02 4.3915e+02 3.8061e+02
80.2768 3.9426e+02 3.4759e+02 4.4203e+02 3.5198e+02 4.3776e+02 3.9083e+02 3.9764e+02 3.7481e+02 4.1371e+02 4.2613e+02 3.6493e+02 4.0699e+02 3.5198e+02 4.3776e+02 3.7943e+02
80.3268 3.9303e+02 3.4651e+02 4.4063e+02 3.5088e+02 4.3637e+02 3.8961e+02 3.9639e+02 3.7364e+02 4.1242e+02 4.2479e+02 3.6379e+02 4.0570e+02 3.5088e+02 4.3637e+02 3.7825e+02
80.3768 3.9180e+02 3.4543e+02 4.3924e+02 3.4979e+02 4.3499e+02 3.8839e+02 3.9515e+02 3.7247e+02 4.1112e+02 4.2345e+02 3.6265e+02 4.0442e+02 3.4979e+02 4.3499e+02 3.7707e+02
80.4268 3.9057e+02 3.4436e+02 4.3785e+02 3.4871e+02 4.3361e+02 3.8717e+02 3.9391e+02 3.7131e+02 4.0983e+02 4.2212e+02 3.6151e+02 4.0315e+02 3.4871e+02 4.3361e+02 3.7590e+02
80.4768 3.8935e+02 3.4329e+02 4.3646e+02 3.4762e+02 4.3224e+02 3.8596e+02 3.9268e+02 3.7014e+02 4.0855e+02 4.2079e+02 3.6038e+02 4.0188e+02 3.4762e+02 4.3224e+02 3.7474e+02
80.5268 3.8813e+02 3.4223e+02 4.3508e+02 3.4655e+02 4.3088e+02 3.8476e+02 3.9145e+02 3.6899e+02 4.0727e+02 4.1947e+02 3.5925e+02 4.0062e+02 3.4655e+02 4.3088e+02 3.7358e+02
80.5769 3.8692e+02 3.4117e+02 4.3371e+02 3.4547e+02 4.2951e+02 3.8356e+02 3.9022e+02 3.6784e+02 4.0599e+02 4.1815e+02 3.5813e+02 3.9935e+02 3.4547e+02 4.2951e+02 3.7242e+02
80.6269 3.8571e+02 3.4011e+02 4.3234e+02 3.4440e+02 4.2816e+02 3.8236e+02 3.8900e+02 3.6669e+02 4.0472e+02 4.1684e+02 3.5701e+02 3.9810e+02 3.4440e+02 4.2816e+02 3.7127e+02
80.6769 3.8450e+02 3.3906e+02 4.3098e+02 3.4333e+02 4.2681e+02 3.8117e+02 3.8778e+02 3.6555e+02 4.0346e+02 4.1553e+02 3.5589e+02 3.9685e+02 3.4333e+02 4.2681e+02 3.7012e+02
80.7269 3.8330e+02 3.3801e+02 4.2962e+02 3.4227e+02 4.2546e+02 3.7998e+02 3.8657e+02 3.6441e+02 4.0220e+02 4.1423e+02 3.5478e+02 3.9560e+02 3.4227e+02 4.2546e+02 3.6897e+02
80.7769 3.8211e+02 3.3696e+02 4.2826e+02 3.4121e+02 4.2412e+02 3.7879e+02 3.8536e+02 3.6327e+02 4.0094e+02 4.1293e+02 3.5368e+02 3.9436e+02 3.4121e+02 4.2412e+02 3.6783e+02
80.8269 3.8092e+02 3.3592e+02 4.2691e+02 3.4015e+02 4.2278e+02 3.7762e+02 3.8416e+02 3.6214e+02 3.9969e+02 4.1163e+02 3.5257e+02 3.9312e+02 3.4015e+02 4.2278e+02 3.6670e+02
80.8770 3.7973e+02 3.3488e+02 4.2557e+02 3.3910e+02 4.2145e+02 3.7644e+02 3.8296e+02 3.6101e+02 3.9844e+02 4.1035e+02 3.5148e+02 3.9189e+02 3.3910e+02 4.2145e+02 3.6556e+02
80.9270 3.7855e+02 3.3385e+02 4.2423e+02 3.3806e+02 4.2013e+02 3.7527e+02 3.8177e+02 3.5989e+02 3.9720e+02 4.0906e+02 3.5038e+02 3.9066e+02 3.3806e+02 4.2013e+02 3.6444e+02
80.9770 3.7737e+02 3.3281e+02 4.2290e+02 3.3701e+02 4.1881e+02 3.7410e+02 3.8058e+02 3.5877e+02 3.9596e+02 4.0778e+02 3.4929e+02 3.8944e+02 3.3701e+02 4.1881e+02 3.6331e+02
81.0270 3.7619e+02 3.3179e+02 4.2157e+02 3.3597e+02 4.1749e+02 3.7294e+02 3.7939e+02 3.5766e+02 3.9473e+02 4.0651e+02 3.4820e+02 3.8822e+02 3.3597e+02 4.1749e+02 3.6219e+02
81.0770 3.7502e+02 3.3076e+02 4.2024e+02 3.3494e+02 4.1618e+02 3.7178e+02 3.7821e+02 3.5655e+02 3.9350e+02 4.0524e+02 3.4712e+02 3.8700e+02 3.3494e+02 4.1618e+02 3.6108e+02
81.1270 3.7386e+02 3.2974e+02 4.1892e+02 3.3390e+02 4.1487e+02 3.7063e+02 3.7703e+02 3.5544e+02 3.9227e+02 4.0397e+02 3.4604e+02 3.8579e+02 3.3390e+02 4.1487e+02 3.5996e+02
81.1771 3.7270e+02 3.2873e+02 4.1761e+02 3.3287e+02 4.1357e+02 3.6948e+02 3.7586e+02 3.5434e+02 3.9105e+02 4.0271e+02 3.4496e+02 3.8458e+02 3.3287e+02 4.1357e+02 3.5886e+02
81.2271 3.7154e+02 3.2772e+02 4.1630e+02 3.3185e+02 4.1227e+02 3.6833e+02 3.7469e+02 3.5324e+02 3.8983e+02 4.0145e+02 3.4389e+02 3.8338e+02 3.3185e+02 4.1227e+02 3.5775e+02
81.2771 3.7038e+02 3.2671e+02 4.1500e+02 3.3083e+02 4.1098e+02 3.6719e+02 3.7353e+02 3.5214e+02 3.8862e+02 4.0020e+02 3.4283e+02 3.8219e+02 3.3083e+02 4.1098e+02 3.5665e+02
81.3271 3.6924e+02 3.2570e+02 4.1370e+02 3.2981e+02 4.0969e+02 3.6605e+02 3.7237e+02 3.5106e+02 3.8742e+02 3.9895e+02 3.4176e+02 3.8099e+02 3.2981e+02 4.0969e+02 3.5556e+02
81.3771 3.6809e+02 3.2470e+02 4.1240e+02 3.2880e+02 4.0841e+02 3.6492e+02 3.7121e+02 3.4997e+02 3.8621e+02 3.9771e+02 3.4070e+02 3.7980e+02 3.2880e+02 4.0841e+02 3.5446e+02
81.4271 3.6695e+02 3.2370e+02 4.1111e+02 3.2779e+02 4.0713e+02 3.6379e+02 3.7006e+02 3.4888e+02 3.8501e+02 3.9647e+02 3.3965e+02 3.7862e+02 3.2779e+02 4.0713e+02 3.5338e+02
81.4772 3.6581e+02 3.2271e+02 4.0983e+02 3.2678e+02 4.0585e+02 3.6267e+02 3.6891e+02 3.4781e+02 3.8382e+02 3.9524e+02 3.3860e+02 3.7744e+02 3.2678e+02 4.0585e+02 3.5229e+02
81.5272 3.6468e+02 3.2172e+02 4.0854e+02 3.2577e+02 4.0458e+02 3.6155e+02 3.6777e+02 3.4673e+02 3.8263e+02 3.9401e+02 3.3755e+02 3.7626e+02 3.2577e+02 4.0458e+02 3.5121e+02
81.5772 3.6355e+02 3.2073e+02 4.0727e+02 3.2477e+02 4.0332e+02 3.6043e+02 3.6663e+02 3.4566e+02 3.8144e+02 3.9279e+02 3.3650e+02 3.7509e+02 3.2477e+02 4.0332e+02 3.5013e+02
81.6272 3.6243e+02 3.1975e+02 4.0600e+02 3.2378e+02 4.0206e+02 3.5931e+02 3.6550e+02 3.4459e+02 3.8026e+02 3.9157e+02 3.3546e+02 3.7393e+02 3.2378e+02 4.0206e+02 3.4906e+02
81.6772 3.6131e+02 3.1877e+02 4.0473e+02 3.2279e+02 4.0081e+02 3.5821e+02 3.6436e+02 3.4353e+02 3.7909e+02 3.9035e+02 3.3443e+02 3.7276e+02 3.2279e+02 4.0081e+02 3.4799e+02
81.7272 3.6019e+02 3.1779e+02 4.0347e+02 3.2180e+02 3.9956e+02 3.5710e+02 3.6324e+02 3.4247e+02 3.7792e+02 3.8914e+02 3.3339e+02 3.7161e+02 3.2180e+02 3.9956e+02 3.4693e+02
81.7773 3.5908e+02 3.1682e+02 4.0221e+02 3.2081e+02 3.9831e+02 3.5600e+02 3.6211e+02 3.4142e+02 3.7675e+02 3.8793e+02 3.3236e+02 3.7045e+02 3.2081e+02 3.9831e+02 3.4587e+02
81.8273 3.5797e+02 3.1585e+02 4.0096e+02 3.1983e+02 3.9707e+02 3.5490e+02 3.6100e+02 3.4036e+02 3.7558e+02 3.8673e+02 3.3134e+02 3.6930e+02 3.1983e+02 3.9707e+02 3.4481e+02
81.8773 3.5687e+02 3.1488e+02 3.9971e+02 3.1885e+02 3.9583e+02 3.5381e+02 3.5988e+02 3.3932e+02 3.7442e+02 3.8553e+02 3.3032e+02 3.6815e+02 3.1885e+02 3.9583e+02 3.4376e+02
81.9273 3.5577e+02 3.1392e+02 3.9846e+02 3.1788e+02 3.9460e+02 3.5272e+02 3.5877e+02 3.3827e+02 3.7327e+02 3.8434e+02 3.2930e+02 3.6701e+02 3.1788e+02 3.9460e+02 3.4271e+02
81.9773 3.5467e+02 3.1296e+02 3.9722e+02 3.1691e+02 3.9337e+02 3.5164e+02 3.5766e+02 3.3723e+02 3.7212e+02 3.8315e+02 3.2828e+02 3.6588e+02 3.1691e+02 3.9337e+02 3.4166e+02
82.0273 3.5358e+02 3.1201e+02 3.9599e+02 3.1594e+02 3.9215e+02 3.5056e+02 3.5656e+02 3.3619e+02 3.7097e+02 3.8196e+02 3.2727e+02 3.6474e+02 3.1594e+02 3.9215e+02 3.4062e+02
82.0774 3.5249e+02 3.1105e+02 3.9476e+02 3.1497e+02 3.9093e+02 3.4948e+02 3.5546e+02 3.3516e+02 3.6982e+02 3.8078e+02 3.2626e+02 3.6361e+02 3.1497e+02 3.9093e+02 3.3958e+02
82.1274 3.5141e+02 3.1011e+02 3.9353e+02 3.1401e+02 3.8971e+02 3.4840e+02 3.5437e+02 3.3413e+02 3.6869e+02 3.7961e+02 3.2526e+02 3.6249e+02 3.1401e+02 3.8971e+02 3.3855e+02
82.1774 3.5033e+02 3.0916e+02 3.9231e+02 3.1306e+02 3.8850e+02 3.4733e+02 3.5328e+02 3.3311e+02 3.6755e+02 3.7843e+02 3.2426e+02 3.6137e+02 3.1306e+02 3.8850e+02 3.3751e+02
82.2274 3.4925e+02 3.0822e+02 3.9109e+02 3.1210e+02 3.8730e+02 3.4627e+02 3.5219e+02 3.3208e+02 3.6642e+02 3.7727e+02 3.2326e+02 3.6025e+02 3.1210e+02 3.8730e+02 3.3649e+02
82.2774 3.4818e+02 3.0728e+02 3.8988e+02 3.1115e+02 3.8610e+02 3.4521e+02 3.5111e+02 3.3107e+02 3.6529e+02 3.7610e+02 3.2227e+02 3.5913e+02 3.1115e+02 3.8610e+02 3.3546e+02
82.3274 3.4711e+02 3.0634e+02 3.8867e+02 3.1020e+02 3.8490e+02 3.4415e+02 3.5003e+02 3.3005e+02 3.6417e+02 3.7494e+02 3.2128e+02 3.5803e+02 3.1020e+02 3.8490e+02 3.3444e+02
82.3775 3.4605e+02 3.0541e+02 3.8747e+02 3.0926e+02 3.8371e+02 3.4309e+02 3.4895e+02 3.2904e+02 3.6305e+02 3.7379e+02 3.2030e+02 3.5692e+02 3.0926e+02 3.8371e+02 3.3343e+02
82.4275 3.4499e+02 3.0448e+02 3.8627e+02 3.0832e+02 3.8252e+02 3.4204e+02 3.4788e+02 3.2803e+02 3.6194e+02 3.7264e+02 3.1931e+02 3.5582e+02 3.0832e+02 3.8252e+02 3.3241e+02
82.4775 3.4393e+02 3.0356e+02 3.8508e+02 3.0738e+02 3.8134e+02 3.4100e+02 3.4681e+02 3.2703e+02 3.6082e+02 3.7149e+02 3.1833e+02 3.5472e+02 3.0738e+02 3.8134e+02 3.3140e+02
82.5275 3.4288e+02 3.0264e+02 3.8389e+02 3.0645e+02 3.8016e+02 3.3995e+02 3.4575e+02 3.2603e+02 3.5972e+02 3.7035e+02 3.1736e+02 3.5363e+02 3.0645e+02 3.8016e+02 3.3040e+02
82.5775 3.4183e+02 3.0172e+02 3.8270e+02 3.0552e+02 3.7898e+02 3.3891e+02 3.4469e+02 3.2503e+02 3.5862e+02 3.6921e+02 3.1639e+02 3.5254e+02 3.0552e+02 3.7898e+02 3.2940e+02
82.6275 3.4078e+02 3.0080e+02 3.8152e+02 3.0459e+02 3.7781e+02 3.3788e+02 3.4363e+02 3.2404e+02 3.5752e+02 3.6807e+02 3.1542e+02 3.5145e+02 3.0459e+02 3.7781e+02 3.2840e+02
82.6776 3.3974e+02 2.9989e+02 3.8034e+02 3.0367e+02 3.7664e+02 3.3685e+02 3.4258e+02 3.2305e+02 3.5642e+02 3.6694e+02 3.1445e+02 3.5037e+02 3.0367e+02 3.7664e+02 3.2740e+02
82.7276 3.3870e+02 2.9898e+02 3.7916e+02 3.0275e+02 3.7548e+02 3.3582e+02 3.4153e+02 3.2206e+02 3.5533e+02 3.6581e+02 3.1349e+02 3.4930e+02 3.0275e+02 3.7548e+02 3.2641e+02
82.7776 3.3766e+02 2.9808e+02 3.7800e+02 3.0183e+02 3.7432e+02 3.3479e+02 3.4049e+02 3.2108e+02 3.5424e+02 3.6469e+02 3.1254e+02 3.4822e+02 3.0183e+02 3.7432e+02 3.2543e+02
82.8276 3.3663e+02 2.9717e+02 3.7683e+02 3.0092e+02 3.7317e+02 3.3377e+02 3.3945e+02 3.2010e+02 3.5316e+02 3.6357e+02 3.1158e+02 3.4715e+02 3.0092e+02 3.7317e+02 3.2444e+02
82.8776 3.3561e+02 2.9627e+02 3.7567e+02 3.0000e+02 3.7202e+02 3.3275e+02 3.3841e+02 3.1913e+02 3.5208e+02 3.6246e+02 3.1063e+02 3.4609e+02 3.0000e+02 3.7202e+02 3.2346e+02
82.9276 3.3458e+02 2.9538e+02 3.7451e+02 2.9910e+02 3.7087e+02 3.3174e+02 3.3738e+02 3.1816e+02 3.5100e+02 3.6135e+02 3.0968e+02 3.4502e+02 2.9910e+02 3.7087e+02 3.2248e+02
82.9777 3.3356e+02 2.9448e+02 3.7336e+02 2.9819e+02 3.6973e+02 3.3073e+02 3.3635e+02 3.1719e+02 3.4993e+02 3.6024e+02 3.0874e+02 3.4397e+02 2.9819e+02 3.6973e+02 3.2151e+02
83.0277 3.3255e+02 2.9359e+02 3.7221e+02 2.9729e+02 3.6859e+02 3.2973e+02 3.3532e+02 3.1622e+02 3.4887e+02 3.5914e+02 3.0780e+02 3.4291e+02 2.9729e+02 3.6859e+02 3.2054e+02
83.0777 3.3153e+02 2.9271e+02 3.7107e+02 2.9639e+02 3.6746e+02 3.2872e+02 3.3430e+02 3.1526e+02 3.4780e+02 3.5804e+02 3.0686e+02 3.4186e+02 2.9639e+02 3.6746e+02 3.1957e+02
83.1277 3.3052e+02 2.9182e+02 3.6993e+02 2.9550e+02 3.6633e+02 3.2772e+02 3.3328e+02 3.1430e+02 3.4674e+02 3.5695e+02 3.0593e+02 3.4081e+02 2.9550e+02 3.6633e+02 3.1861e+02
83.1777 3.2952e+02 2.9094e+02 3.6879e+02 2.9461e+02 3.6520e+02 3.2673e+02 3.3226e+02 3.1335e+02 3.4569e+02 3.5586e+02 3.0499e+02 3.3977e+02 2.9461e+02 3.6520e+02 3.1765e+02
83.2277 3.2852e+02 2.9007e+02 3.6766e+02 2.9372e+02 3.6408e+02 3.2574e+02 3.3125e+02 3.1240e+02 3.4463e+02 3.5477e+02 3.0407e+02 3.3873e+02 2.9372e+02 3.6408e+02 3.1669e+02
83.2778 3.2752e+02 2.8919e+02 3.6653e+02 2.9283e+02 3.6296e+02 3.2475e+02 3.3024e+02 3.1145e+02 3.4358e+02 3.5369e+02 3.0314e+02 3.3770e+02 2.9283e+02 3.6296e+02 3.1574e+02
83.3278 3.2652e+02 2.8832e+02 3.6541e+02 2.9195e+02 3.6185e+02 3.2376e+02 3.2924e+02 3.1050e+02 3.4254e+02 3.5261e+02 3.0222e+02 3.3666e+02 2.9195e+02 3.6185e+02 3.1479e+02
83.3778 3.2553e+02 2.8745e+02 3.6429e+02 2.9107e+02 3.6074e+02 3.2278e+02 3.2824e+02 3.0956e+02 3.4150e+02 3.5153e+02 3.0130e+02 3.3564e+02 2.9107e+02 3.6074e+02 3.1384e+02
83.4278 3.2454e+02 2.8659e+02 3.6317e+02 2.9020e+02 3.5964e+02 3.2180e+02 3.2724e+02 3.0862e+02 3.4046e+02 3.5046e+02 3.0039e+02 3.3461e+02 2.9020e+02 3.5964e+02 3.1290e+02
83.4778 3.2356e+02 2.8573e+02 3.6206e+02 2.8932e+02 3.5854e+02 3.2083e+02 3.2625e+02 3.0769e+02 3.3943e+02 3.4939e+02 2.9948e+02 3.3359e+02 2.8932e+02 3.5854e+02 3.1196e+02
83.5278 3.2258e+02 2.8487e+02 3.6095e+02 2.8845e+02 3.5744e+02 3.1986e+02 3.2526e+02 3.0676e+02 3.3839e+02 3.4833e+02 2.9857e+02 3.3257e+02 2.8845e+02 3.5744e+02 3.1102e+02
83.5779 3.2160e+02 2.8401e+02 3.5985e+02 2.8759e+02 3.5635e+02 3.1889e+02 3.2427e+02 3.0583e+02 3.3737e+02 3.4727e+02 2.9767e+02 3.3156e+02 2.8759e+02 3.5635e+02 3.1008e+02
83.6279 3.2063e+02 2.8316e+02 3.5875e+02 2.8672e+02 3.5526e+02 3.1792e+02 3.2329e+02 3.0491e+02 3.3635e+02 3.4621e+02 2.9676e+02 3.3055e+02 2.8672e+02 3.5526e+02 3.0915e+02
83.6779 3.1966e+02 2.8231e+02 3.5765e+02 2.8586e+02 3.5417e+02 3.1696e+02 3.2231e+02 3.0399e+02 3.3532e+02 3.4516e+02 2.9587e+02 3.2954e+02 2.8586e+02 3.5417e+02 3.0823e+02
83.7279 3.1869e+02 2.8146e+02 3.5656e+02 2.8500e+02 3.5309e+02 3.1600e+02 3.2133e+02 3.0307e+02 3.3431e+02 3.4411e+02 2.9497e+02 3.2854e+02 2.8500e+02 3.5309e+02 3.0730e+02
83.7779 3.1773e+02 2.8062e+02 3.5547e+02 2.8415e+02 3.5201e+02 3.1505e+02 3.2036e+02 3.0215e+02 3.3330e+02 3.4306e+02 2.9408e+02 3.2754e+02 2.8415e+02 3.5201e+02 3.0638e+02
83.8279 3.1677e+02 2.7978e+02 3.5439e+02 2.8330e+02 3.5094e+02 3.1410e+02 3.1939e+02 3.0124e+02 3.3229e+02 3.4202e+02 2.9319e+02 3.2655e+02 2.8330e+02 3.5094e+02 3.0547e+02
83.8780 3.1581e+02 2.7894e+02 3.5331e+02 2.8245e+02 3.4987e+02 3.1315e+02 3.1842e+02 3.0033e+02 3.3128e+02 3.4099e+02 2.9230e+02 3.2555e+02 2.8245e+02 3.4987e+02 3.0455e+02
83.9280 3.1486e+02 2.7810e+02 3.5223e+02 2.8161e+02 3.4880e+02 3.1221e+02 3.1746e+02 2.9943e+02 3.3028e+02 3.3995e+02 2.9142e+02 3.2456e+02 2.8161e+02 3.4880e+02 3.0364e+02
83.9780 3.1390e+02 2.7727e+02 3.5116e+02 2.8076e+02 3.4774e+02 3.1127e+02 3.1650e+02 2.9852e+02 3.2928e+02 3.3892e+02 2.9054e+02 3.2358e+02 2.8076e+02 3.4774e+02 3.0273e+02
84.0280 3.1296e+02 2.7644e+02 3.5009e+02 2.7992e+02 3.4668e+02 3.1033e+02 3.1555e+02 2.9763e+02 3.2829e+02 3.3790e+02 2.8966e+02 3.2260e+02 2.7992e+02 3.4668e+02 3.0183e+02
84.0780 3.1201e+02 2.7562e+02 3.4903e+02 2.7909e+02 3.4562e+02 3.0939e+02 3.1460e+02 2.9673e+02 3.2730e+02 3.3687e+02 2.8879e+02 3.2162e+02 2.7909e+02 3.4562e+02 3.0093e+02
84.1280 3.1107e+02 2.7479e+02 3.4796e+02 2.7825e+02 3.4457e+02 3.0846e+02 3.1365e+02 2.9584e+02 3.2631e+02 3.3585e+02 2.8792e+02 3.2064e+02 2.7825e+02 3.4457e+02 3.0003e+02
84.1781 3.1014e+02 2.7397e+02 3.4691e+02 2.7742e+02 3.4353e+02 3.0754e+02 3.1270e+02 2.9495e+02 3.2533e+02 3.3484e+02 2.8705e+02 3.1967e+02 2.7742e+02 3.4353e+02 2.9913e+02
84.2281 3.0920e+02 2.7316e+02 3.4585e+02 2.7659e+02 3.4248e+02 3.0661e+02 3.1176e+02 2.9406e+02 3.2435e+02 3.3383e+02 2.8619e+02 3.1870e+02 2.7659e+02 3.4248e+02 2.9824e+02
84.2781 3.0827e+02 2.7234e+02 3.4480e+02 2.7577e+02 3.4144e+02 3.0569e+02 3.1082e+02 2.9318e+02 3.2337e+02 3.3282e+02 2.8533e+02 3.1774e+02 2.7577e+02 3.4144e+02 2.9736e+02
84.3281 3.0735e+02 2.7153e+02 3.4376e+02 2.7495e+02 3.4041e+02 3.0477e+02 3.0988e+02 2.9230e+02 3.2239e+02 3.3181e+02 2.8447e+02 3.1678e+02 2.7495e+02 3.4041e+02 2.9647e+02
84.3781 3.0643e+02 2.7072e+02 3.4271e+02 2.7413e+02 3.3937e+02 3.0386e+02 3.0895e+02 2.9142e+02 3.2143e+02 3.3081e+02 2.8362e+02 3.1582e+02 2.7413e+02 3.3937e+02 2.9559e+02
84.4281 3.0550e+02 2.6991e+02 3.4168e+02 2.7331e+02 3.3834e+02 3.0295e+02 3.0802e+02 2.9055e+02 3.2046e+02 3.2981e+02 2.8276e+02 3.1487e+02 2.7331e+02 3.3834e+02 2.9471e+02
84.4782 3.0459e+02 2.6911e+02 3.4064e+02 2.7250e+02 3.3732e+02 3.0204e+02 3.0710e+02 2.8968e+02 3.1950e+02 3.2882e+02 2.8191e+02 3.1392e+02 2.7250e+02 3.3732e+02 2.9383e+02
84.5282 3.0367e+02 2.6831e+02 3.3961e+02 2.7169e+02 3.3630e+02 3.0113e+02 3.0617e+02 2.8881e+02 3.1854e+02 3.2783e+02 2.8107e+02 3.1297e+02 2.7169e+02 3.3630e+02 2.9296e+02
84.5782 3.0276e+02 2.6751e+02 3.3858e+02 2.7088e+02 3.3528e+02 3.0023e+02 3.0525e+02 2.8794e+02 3.1758e+02 3.2684e+02 2.8022e+02 3.1203e+02 2.7088e+02 3.3528e+02 2.9209e+02
84.6282 3.0186e+02 2.6672e+02 3.3756e+02 2.7007e+02 3.3426e+02 2.9933e+02 3.0434e+02 2.8708e+02 3.1662e+02 3.2586e+02 2.7938e+02 3.1108e+02 2.7007e+02 3.3426e+02 2.9122e+02
84.6782 3.0095e+02 2.6592e+02 3.3654e+02 2.6927e+02 3.3325e+02 2.9844e+02 3.0343e+02 2.8622e+02 3.1568e+02 3.2488e+02 2.7855e+02 3.1015e+02 2.6927e+02 3.3325e+02 2.9036e+02
84.7282 3.0005e+02 2.6513e+02 3.3552e+02 2.6847e+02 3.3225e+02 2.9754e+02 3.0252e+02 2.8537e+02 3.1473e+02 3.2390e+02 2.7771e+02 3.0921e+02 2.6847e+02 3.3225e+02 2.8950e+02
84.7783 2.9915e+02 2.6435e+02 3.3451e+02 2.6767e+02 3.3124e+02 2.9665e+02 3.0161e+02 2.8451e+02 3.1379e+02 3.2293e+02 2.7688e+02 3.0828e+02 2.6767e+02 3.3124e+02 2.8864e+02
84.8283 2.9826e+02 2.6356e+02 3.3350e+02 2.6688e+02 3.3024e+02 2.9577e+02 3.0071e+02 2.8367e+02 3.1285e+02 3.2196e+02 2.7605e+02 3.0736e+02 2.6688e+02 3.3024e+02 2.8778e+02
84.8783 2.9737e+02 2.6278e+02 3.3249e+02 2.6609e+02 3.2925e+02 2.9488e+02 2.9981e+02 2.8282e+02 3.1191e+02 3.2099e+02 2.7523e+02 3.0643e+02 2.6609e+02 3.2925e+02 2.8693e+02
84.9283 2.9648e+02 2.6200e+02 3.3149e+02 2.6530e+02 3.2825e+02 2.9400e+02 2.9891e+02 2.8198e+02 3.1098e+02 3.2003e+02 2.7440e+02 3.0551e+02 2.6530e+02 3.2825e+02 2.8608e+02
84.9783 2.9559e+02 2.6123e+02 3.3049e+02 2.6451e+02 3.2726e+02 2.9313e+02 2.9801e+02 2.8113e+02 3.1005e+02 3.1907e+02 2.7358e+02 3.0459e+02 2.6451e+02 3.2726e+02 2.8523e+02
85.0283 2.9471e+02 2.6045e+02 3.2949e+02 2.6373e+02 3.2628e+02 2.9225e+02 2.9712e+02 2.8030e+02 3.0912e+02 3.1811e+02 2.7277e+02 3.0368e+02 2.6373e+02 3.2628e+02 2.8439e+02
85.0784 2.9383e+02 2.5968e+02 3.2850e+02 2.6295e+02 3.2530e+02 2.9138e+02 2.9624e+02 2.7946e+02 3.0819e+02 3.1716e+02 2.7195e+02 3.0277e+02 2.6295e+02 3.2530e+02 2.8355e+02
85.1284 2.9295e+02 2.5892e+02 3.2751e+02 2.6217e+02 3.2432e+02 2.9051e+02 2.9535e+02 2.7863e+02 3.0727e+02 3.1621e+02 2.7114e+02 3.0186e+02 2.6217e+02 3.2432e+02 2.8271e+02
85.1784 2.9208e+02 2.5815e+02 3.2653e+02 2.6140e+02 3.2334e+02 2.8965e+02 2.9447e+02 2.7780e+02 3.0636e+02 3.1526e+02 2.7033e+02 3.0095e+02 2.6140e+02 3.2334e+02 2.8188e+02
85.2284 2.9121e+02 2.5739e+02 3.2555e+02 2.6063e+02 3.2237e+02 2.8879e+02 2.9359e+02 2.7697e+02 3.0544e+02 3.1432e+02 2.6953e+02 3.0005e+02 2.6063e+02 3.2237e+02 2.8105e+02
85.2784 2.9034e+02 2.5663e+02 3.2457e+02 2.5986e+02 3.2140e+02 2.8793e+02 2.9272e+02 2.7615e+02 3.0453e+02 3.1338e+02 2.6873e+02 2.9915e+02 2.5986e+02 3.2140e+02 2.8022e+02
85.3284 2.8948e+02 2.5587e+02 3.2359e+02 2.5909e+02 3.2043e+02 2.8707e+02 2.9185e+02 2.7533e+02 3.0362e+02 3.1244e+02 2.6793e+02 2.9826e+02 2.5909e+02 3.2043e+02 2.7939e+02
